id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean,volume_id
volume_241_slice_82,0.13770492085998387,0.07394366523259273,0.8597089994863106,0.7539382483446949,0.07266982695681687,0.03770491882155334,0.3566945824343704,0.288528944132947,volume_241
volume_241_slice_83,0.2318840601974375,0.13114754383230312,0.8431550317600807,0.7288401254768526,0.07127583815304643,0.03695491571548047,0.38210497670352156,0.29898086167487875,volume_241
volume_241_slice_84,0.3383685820593094,0.20363636653223138,0.8244883173656062,0.7013867489363985,0.203039514162286,0.11299052834033116,0.4552988045290672,0.3393378812696537,volume_241
volume_241_slice_85,0.36118598554936393,0.22039473940659624,0.7766719050503454,0.6348843849172469,0.280764636032996,0.16330785325690905,0.47287417554423516,0.3395289925269174,volume_241
volume_241_slice_86,0.418269232167622,0.26443769220535657,0.7681283057894338,0.6235457064754721,0.3647058826926706,0.2230215832419741,0.5170344735499087,0.37033499397426767,volume_241
volume_241_slice_87,0.44144144269945623,0.28323699629122256,0.7635244574403103,0.6175006550648413,0.5412887830351845,0.3710732988409206,0.5820848943916503,0.4239369833989948,volume_241
volume_241_slice_88,0.417536535662763,0.26385224468640567,0.779882221903568,0.6391860162694531,0.6681109186879937,0.5016265455422078,0.6218432254181082,0.46822160216602215,volume_241
volume_241_slice_89,0.38539553877201715,0.2386934692495139,0.7909424334570336,0.6541809549843891,0.7779976257309072,0.6366580313234079,0.651445199319986,0.509844151852437,volume_241
volume_241_slice_90,0.310412575028659,0.18372093213088156,0.8126361656064992,0.6844036698074958,0.7698907957215715,0.6258719089246214,0.6309798454522432,0.4979988369543329,volume_241
volume_241_slice_91,0.3915343926075231,0.2434210542907433,0.798597347187285,0.6647208122678373,0.7677419355775235,0.6230366494613634,0.6526245584574438,0.5103928386733146,volume_241
volume_241_slice_92,0.37781109538559055,0.23290203468964504,0.8084084084371759,0.6784274194358801,0.7709543569415128,0.6272788658829986,0.6523912869214264,0.5128694400028413,volume_241
volume_241_slice_93,0.4018547149894054,0.2514506784304629,0.8192336589302429,0.6938152202357304,0.767760698060756,0.6230613623580166,0.6629496906601348,0.5227757536747366,volume_241
volume_241_slice_94,0.3601756963979858,0.21964285853635204,0.8295557570520465,0.7087529048002187,0.7441285538755137,0.5925196853067456,0.6446200024418487,0.5069718162144388,volume_241
volume_241_slice_95,0.3881987587139771,0.24084778566310638,0.8409160305586387,0.7255005269427027,0.7297959184776344,0.5745501288081297,0.6529702359167501,0.5136328138046463,volume_241
volume_241_slice_96,0.4083916092190327,0.25659051097260016,0.8540358401203805,0.745255279405171,0.7142246904253633,0.5554817278701117,0.6588840465882588,0.5191091727492942,volume_241
volume_241_slice_97,0.31332357347976053,0.18576389030249324,0.8459196102548844,0.7329815304134614,0.6852698995035362,0.5212247741675541,0.6148376944127271,0.4799900649611695,volume_241
volume_241_slice_98,0.294832827819403,0.17290552732102402,0.8499690018831418,0.7390835580218104,0.66998011944832,0.5037369211481786,0.6049273163836216,0.4719086688303376,volume_241
volume_241_slice_99,0.26339969484931136,0.1516754865049815,0.8474305777453829,0.7352533924853909,0.6468440273099405,0.4780262147432334,0.5858914333015449,0.4549850312445353,volume_241
volume_241_slice_100,0.22900763476487385,0.12931034632877525,0.8457455364571747,0.732720178446845,0.6360274698172068,0.4663051901887643,0.5702602136797518,0.4427785716547949,volume_241
volume_241_slice_101,0.2065997141942615,0.11520000141568,0.8407811983050677,0.7252998287477728,0.6281179140430171,0.4578512401174783,0.5584996088474488,0.4327836900936437,volume_241
volume_241_slice_102,0.19327731205423346,0.10697674557057868,0.8362661304112173,0.7186059908644568,0.5689001266947533,0.3975265022990048,0.5328145230534014,0.40770307957801344,volume_241
volume_241_slice_103,0.15345912056168665,0.08310626827914677,0.8346921075742078,0.7162846085989031,0.5399863297744454,0.3698501878559455,0.5093791859701132,0.3897470215779985,volume_241
volume_241_slice_104,0.10237203607693877,0.053947369665858724,0.8309834639110559,0.7108397856727695,0.561971831294386,0.390793340459556,0.49844244376079355,0.3851934985993948,volume_241
volume_241_slice_105,0.03274559315775114,0.016645327763578324,0.8291238460496213,0.7081225826515553,0.5525946707204805,0.3817829463354816,0.4714880366426177,0.36885028558353844,volume_241
volume_241_slice_106,1.184834121818917e-09,1.184834121818917e-09,0.8299894403678301,0.7093862816758766,0.5516245490601989,0.38085742833414016,0.46053799687095437,0.3634145703982836,volume_241
volume_241_slice_107,0.02285714397387755,0.011560694784322895,0.827709978494668,0.7060624618168823,0.5956204382513719,0.4241164247150557,0.4820625202399724,0.3805798604387536,volume_241
volume_241_slice_108,0.08770053573507963,0.045861298606419125,0.8292858428081875,0.7083589429292074,0.6229029907929227,0.45233050905473465,0.5132964564453966,0.4021835835301204,volume_241
volume_241_slice_109,0.2014388497415839,0.11200000101485715,0.8321408916103209,0.7125353441053925,0.6269781464755251,0.4566410543834895,0.5535192959424766,0.4270587998345798,volume_241
volume_241_slice_110,0.10909091017079889,0.05769230890039447,0.82726119270849,0.7054095827803989,0.6131996661543861,0.4421686753708811,0.5165172563445584,0.4017568556838915,volume_241
volume_241_slice_111,0.17175141336525263,0.09394314079858697,0.8203570072502171,0.6954282035752002,0.5990950229872443,0.4276485795508416,0.5304011478675713,0.4056733079748763,volume_241
volume_241_slice_112,0.11764705992785099,0.06250000124667553,0.8168307276941071,0.6903752040161908,0.6574839305257264,0.48974008277737335,0.5306539060492281,0.4142050960134132,volume_241
volume_241_slice_113,0.15404364678556656,0.08344923632343638,0.8254466915716775,0.7027749917409646,0.6726546909454544,0.506766918034937,0.5507150097675662,0.43099704869977934,volume_241
volume_241_slice_114,0.14225941542223233,0.07657657796309823,0.8346645367742284,0.7162440028388471,0.6412698416494499,0.47196261764491804,0.5393979312819702,0.4215943994822878,volume_241
volume_241_slice_115,0.13580247046944063,0.07284768365422568,0.8494667760768115,0.7383244207706509,0.6512562817575314,0.4828614016648861,0.5455085094345945,0.4313445020299209,volume_241
