volume_id,dice_Necrosis_unet,iou_Necrosis_unet,dice_Edema_unet,iou_Edema_unet,dice_Enhancing_unet,iou_Enhancing_unet,dice_FG_mean_unet,iou_FG_mean_unet,dice_Necrosis_encdec,iou_Necrosis_encdec,dice_Edema_encdec,iou_Edema_encdec,dice_Enhancing_encdec,iou_Enhancing_encdec,dice_FG_mean_encdec,iou_FG_mean_encdec
volume_287,0.7348905672321914,0.7174053593029522,0.5536792028749346,0.5181748138344141,0.8221984020047765,0.7990807231416593,0.7035893907039674,0.6782202987596752,0.7629858947585751,0.7467829756417377,0.6265589659655008,0.5845670754077243,0.8758084061909549,0.8478709908579868,0.7551177556383436,0.7264070139691496
volume_289,0.7510924285478918,0.7091839243513722,0.7564803236840318,0.7005267662432518,0.7612903872278529,0.7612903872278529,0.7562877131532588,0.7236670259408257,0.7616376140336186,0.7249924354986418,0.7109363828335863,0.6500626298895921,0.8903225928348721,0.8903225928348721,0.787632196567359,0.7551258860743687
volume_293,0.4765977099834759,0.44664459051448696,0.4925603068182903,0.41037238245252855,0.5716323519981962,0.530317730436944,0.5135967895999874,0.46244490113465314,0.5171464021846002,0.4829976413576471,0.47168033804562515,0.39996284450108904,0.6243351181629528,0.5853063066861028,0.5377206194643928,0.489422264181613
volume_298,0.6703338042442516,0.6622334955838545,0.6641626095769705,0.610557176773776,0.6643426436977514,0.6613605484231432,0.6662796858396578,0.6447170735935913,0.7413663877074173,0.7336542559108002,0.6599950966192953,0.6103461448507828,0.7806452033232232,0.7806452033232232,0.7273355625499786,0.7082152013616021
volume_306,0.558926846041603,0.5282639232533468,0.4736106634939722,0.415176729124049,0.6064516814068917,0.6064516814068917,0.5463297303141557,0.5166307779280959,0.6076576741163291,0.5725954484987735,0.5657642720869871,0.5103816039246127,0.8580645332761613,0.8580645332761613,0.6771621598264924,0.6470138618998491
volume_31,0.6197652987545965,0.5769441039924716,0.6172247157303111,0.5490960660937271,0.8213352831344731,0.773418716217538,0.6861084325397935,0.6331529621012455,0.6750406129158053,0.6412325661204871,0.7159160686896876,0.6402071630818326,0.8173275299457795,0.7535319280871707,0.7360947371837575,0.6783238857631635
volume_310,0.44218797612563077,0.3912175859966644,0.4222341012875371,0.3543637740134775,0.3612903397621321,0.3612903397621321,0.4085708057251,0.36895723325742463,0.7017656750828517,0.6441914986851297,0.4791580819269126,0.41918111992490714,0.7677419489571208,0.7677419489571208,0.6495552353222951,0.6103715225223859
volume_311,0.7493957784367068,0.723455112830041,0.4852717452380695,0.45016241714140837,0.7433055373382615,0.7375375479735623,0.6593243536710126,0.6370516926483373,0.8031938956136291,0.7838111404914277,0.6770912458748927,0.6410754483895608,0.8676564765125712,0.8596811323838411,0.7826472060003643,0.7615225737549433
volume_326,0.3339579406108304,0.2823255103245142,0.13548388155358582,0.13548388155358582,0.3039008537145233,0.2818698695041218,0.2577808919596465,0.23322642046074057,0.5180409376025293,0.4736191426734678,0.19354839820205494,0.19354839820205494,0.5433720188770605,0.5199242139286465,0.4183204515605482,0.3956972516013897
volume_327,0.4730877263697099,0.4263410885752546,0.3712862339882097,0.3127386766336087,0.6076790272188218,0.577252241167355,0.48401766252558054,0.4387773354587395,0.7660956041334127,0.7127313967677963,0.4911053671606266,0.43762803183621835,0.7770962896042336,0.7444572962200628,0.678099086966091,0.6316055749413592
volume_334,0.5376506668837875,0.5235954878552731,0.5075668658780812,0.473311871805477,0.6626348436998917,0.6332880039492803,0.5692841254872535,0.5433984545366768,0.7057951469291658,0.7016676155999894,0.726016082320215,0.6860115277189055,0.8017641662703915,0.7728102145209712,0.7445251318399241,0.7201631192799554
volume_34,0.6819887670630583,0.6423983372599825,0.594144496442864,0.5469715311704647,0.7617150430024652,0.7137009179808836,0.6792827688361291,0.6343569288037769,0.7083333376502381,0.6682884900564321,0.7565052309285296,0.7001250534790102,0.788280271300851,0.737663275809968,0.7510396132932062,0.7020256064484701
volume_342,0.5573005053764001,0.5099773704051784,0.37224492948700616,0.3145145923163275,0.6659937675230863,0.6088263285021988,0.5318464007954975,0.47777276374123484,0.768694046290835,0.7228489063060707,0.437702765168015,0.38336833614304494,0.6427620114952306,0.5818090642837788,0.6163862743180268,0.5626754355776316
volume_343,0.7349611022679342,0.7083852371554011,0.5272282402702004,0.4849423115495273,0.7110562004799059,0.6798612663790793,0.6577485143393469,0.6243962716946693,0.7826444514064093,0.7491928292022108,0.6229147538180024,0.5717053937628689,0.7983173727982898,0.755826481124597,0.7346255260075671,0.6922415680298922
volume_346,0.7514925318782589,0.7394710788795757,0.4730849554813561,0.43571103545481915,0.6732493375578635,0.640544281004888,0.6326089416391596,0.6052421317797609,0.872618982584117,0.8426845151048741,0.3978907022849093,0.36386217000527205,0.7604957859963699,0.7112642862806876,0.6770018236217987,0.6392703237969446
volume_357,0.6097256189065521,0.5969952460986743,0.5721010626735664,0.5335960033841194,0.6414195585694465,0.6133957433420398,0.6077487467165218,0.5813289976082778,0.8323671997559013,0.8199235208705834,0.7731969086795082,0.7361789591031995,0.7984441179980715,0.7717226949283201,0.801336075477827,0.7759417249673677
volume_366,0.8834154996153268,0.8675235818426886,0.8064362314640214,0.7744195766461346,0.8408571521864255,0.8203206063389921,0.8435696277552579,0.8207545882759385,0.899262339635267,0.8779534372836785,0.7913897428342581,0.7553260613227433,0.8613800094932925,0.8262983773511561,0.850677363987606,0.8198592919858593
volume_368,0.47545760812706656,0.452025335097389,0.5794323165414929,0.534696244119352,0.6891179721784528,0.6655927975295801,0.5813359656156708,0.5507714589154403,0.6718423497004338,0.6636371031127885,0.7164911022322662,0.6687409762927649,0.8499305602752798,0.8137247266272357,0.7460880040693266,0.7153676020109296
volume_4,0.7025113814481755,0.6676706527838201,0.5892240099760941,0.5465521351662916,0.7260073870409279,0.6996570174658047,0.6725809261550658,0.6379599351386388,0.7435836848076928,0.7133952605028604,0.7021646699369845,0.6512664292757703,0.8388552820463255,0.801829052347791,0.761534545597001,0.7221635807088073
volume_40,0.9127026336693528,0.8940033700991981,0.7423642586941479,0.6984432227098305,0.8506113514022502,0.8242706851086633,0.8352260812552502,0.805572425972564,0.8819869761542383,0.8582165643719475,0.833521748837694,0.7807711592942758,0.8861167686521197,0.8521786966003646,0.8672084978813508,0.8303888067555293
volume_43,0.7435335901810705,0.7243899538068941,0.5998138882684606,0.559193265632114,0.7526986519753582,0.7301348509541967,0.6986820434749631,0.6712393567977349,0.9039530376862315,0.8857466349650333,0.7120170651787283,0.6719814497120309,0.8056264905220065,0.7888898585200167,0.807198864462322,0.7822059810656936
volume_46,0.7992663579031443,0.7924904642828237,0.46513698026085953,0.4351107371542256,0.7462660165880203,0.7257947692677833,0.6702231182506747,0.6511319902349442,0.8168837441450771,0.8151334981605004,0.5800917182776492,0.5505829648671455,0.789350044897234,0.7756121276178958,0.7287751691066534,0.7137761968818472
volume_47,0.7949650245393137,0.75243807537839,0.5714818594901991,0.4937939316160736,0.6437601621327379,0.6037402450796432,0.6700690153874169,0.6166574173580356,0.7389489440801457,0.7036282977352079,0.6064272070083496,0.5258326015105849,0.7918040191007664,0.7358937901084671,0.7123933900630872,0.6551182297847533
volume_56,0.7672329235039683,0.726802989500878,0.5700356617574006,0.5069345062914089,0.8004220475597971,0.760280897201773,0.7125635442737219,0.6646727976646867,0.7244251313217014,0.6970157321792233,0.6209477925097749,0.5563477556852205,0.814495326467714,0.757186701500168,0.7199560834330635,0.6701833964548706
volume_57,0.8013556752527476,0.7722365856163379,0.6624202467686707,0.6270742820714691,0.733056253541986,0.7076132556996031,0.7322773918544682,0.7023080411291367,0.7769271974036084,0.7611794234865219,0.6995752415598048,0.6600455030492277,0.7934857384266717,0.7604771608981324,0.7566627257966949,0.7272340291446273
volume_58,0.6504871285420099,0.6464904468034307,0.608803697996895,0.5452820449364744,0.5484709773458324,0.5218672906196854,0.6025872679615791,0.5712132607865301,0.7867749657104434,0.782629563063446,0.5980966822681003,0.5403754752945714,0.7234068175719975,0.7048241706557722,0.7027594885168471,0.6759430696712633
