volume_id,dice_Necrosis_unet,iou_Necrosis_unet,dice_Edema_unet,iou_Edema_unet,dice_Enhancing_unet,iou_Enhancing_unet,dice_FG_mean_unet,iou_FG_mean_unet,dice_Necrosis_tl,iou_Necrosis_tl,dice_Edema_tl,iou_Edema_tl,dice_Enhancing_tl,iou_Enhancing_tl,dice_FG_mean_tl,iou_FG_mean_tl
volume_196,0.840288278556074,0.8166234776031144,0.7904048720928125,0.7468387781147403,0.8086044488070095,0.7868706894869317,0.813099199818632,0.7834443150682622,0.8130268458187367,0.7881109380571929,0.7600986597542824,0.7144690605007789,0.8445161506271456,0.8116372668372583,0.8058805520667216,0.7714057551317434
volume_209,0.8851039510597293,0.8682110512325987,0.7450405798924646,0.6957038673199428,0.8781771926220576,0.8468589832961918,0.8361072411914172,0.8035913006162444,0.9065288856582037,0.8823798068561894,0.7008710174315209,0.6539082956188766,0.8790422767674817,0.8425846560107013,0.828814059952402,0.7929575861619225
volume_219,0.7425281944594458,0.7201637231470293,0.5494438211156398,0.5005321808968023,0.7092957740288454,0.6783085981507103,0.6670892632013103,0.633001500731514,0.8265237848897803,0.8043396795322947,0.588957735260382,0.5428472259274465,0.8345773631965743,0.8047968254864761,0.7500196277822455,0.7173279103154058
volume_220,0.7060445634573377,0.6786065687449949,0.6148325278106821,0.5551746441541067,0.6446652369257103,0.6184625304685073,0.6551807760645768,0.6174145811225363,0.8106094731569513,0.7861528360965105,0.6889771945593502,0.6253466182020414,0.8082321691151539,0.7760076662975848,0.7692729456104852,0.7291690401987123
volume_221,0.7554817517203618,0.6994635554033881,0.6898695733505619,0.6451788232504139,0.7518348889015987,0.7149253469613762,0.7323954046575075,0.6865225752050594,0.763202450362386,0.7071498596217507,0.6836997102572596,0.6301652916719078,0.8241551599314717,0.7703894161872961,0.7570191068503724,0.7025681891603183
volume_226,0.6090310682166222,0.5691480031578225,0.38712258349310824,0.34875432045400073,0.5502446768031594,0.5204463206397327,0.5154661095042966,0.479449548083852,0.8239419591393912,0.7833532156789392,0.41893460803114596,0.3726167642414061,0.8700937423098957,0.830700831163174,0.7043234364934776,0.6622236036945064
volume_23,0.8746785733717523,0.8552578471712574,0.6250875643252031,0.5786710813974171,0.7208609996919875,0.6948020575960487,0.7402090457963142,0.7095769953882411,0.8013066299450677,0.7853764979642913,0.49459349248079376,0.45384199990698704,0.7389248371308883,0.7107651166052296,0.6782749865189166,0.649994538158836
volume_230,0.771441627564884,0.7485276027031517,0.6891594055215923,0.6596999434077385,0.8913437077962624,0.881589133350868,0.7839815802942462,0.7632722264872527,0.7223629559414856,0.708391324700425,0.7122573835529572,0.6727124092758777,0.9140103384988811,0.8984390072585747,0.7828768926644414,0.7598475804116259
volume_232,0.5826783958284563,0.5582301828039435,0.6653612359515942,0.6069624924550935,0.5457034056236416,0.5135554231952607,0.5979143458012307,0.5595826994847659,0.6352594455342978,0.6213050572413723,0.6604380368024845,0.6023527125772663,0.6524592665192724,0.6177658325935818,0.6493855829520182,0.6138078674707401
volume_234,0.7238735962432801,0.6788678608634985,0.48142682697367084,0.4118570438070915,0.6258516325663251,0.5881974954427284,0.6103840185944254,0.5596408000377727,0.7665353609330542,0.7256444572345082,0.4722016867176207,0.40599839279663746,0.5955837509791897,0.5577942364008392,0.611440266209955,0.5631456954773283
volume_238,0.5211581415615816,0.5006054411303109,0.4692508424329592,0.4135161757242645,0.5767819053247836,0.5256867209785775,0.5223969631064415,0.47993611261105096,0.7269356882743802,0.686254672792298,0.3960758705176392,0.34263260792563205,0.6994404011648858,0.6483090644443511,0.6074839866523017,0.559065448387427
volume_240,0.6654657836180996,0.6233970226263197,0.6301310147674591,0.5694177078708889,0.5884818318711503,0.5457147086236782,0.6280262100855697,0.5795098130402956,0.7610251567958911,0.7231772799746907,0.686840309505819,0.6276145682995959,0.7189774188640851,0.6784188214450061,0.7222809617219317,0.6764035565730976
volume_250,0.4973711645363056,0.497078935667774,0.5599352667621675,0.5123066856626216,0.43521516232885665,0.4167565410562534,0.49750719787577663,0.4753807207955496,0.6967742224916188,0.6967742224916188,0.49731931230092347,0.4455981236219745,0.6918441104649401,0.6738658173216386,0.6286458817524941,0.6054127211450773
volume_251,0.7460444497885601,0.7196730443306247,0.6441794293379943,0.6086636940394309,0.7943965739667197,0.776582133271406,0.7282068176977581,0.7016396238804872,0.7635116916049418,0.73438226814663,0.7129449034867922,0.6730316589853738,0.8781438656189912,0.8563877819371984,0.7848668202369083,0.7546005696897341
volume_256,0.5249321922604162,0.4800156467562642,0.40323257654604727,0.3434877322161611,0.5675423713661737,0.5127113761330234,0.4985690467242124,0.4454049183684829,0.653734236675855,0.6127427974644659,0.3606456649514473,0.3080365949593761,0.6379659367207937,0.5847046215102837,0.550781946116032,0.5018280046447086
volume_26,0.7196128487463299,0.6922148241415913,0.5700319474875107,0.5234166861281171,0.718402250462487,0.6812432039234136,0.6693490155654426,0.6322915713977073,0.6968633077995939,0.6624657953167046,0.6463120853671994,0.593609567325538,0.757341953796714,0.7244080928721472,0.7001724489878357,0.66016115183813
volume_279,0.4829976922258597,0.4287322000465887,0.3337707925138817,0.2716696357995311,0.17419358412082228,0.17419358412082228,0.3303206896201879,0.2915318066556474,0.6960541883136108,0.6399639252461526,0.4020509190423385,0.3452409369743596,0.45806458173462017,0.45806458173462017,0.5187232296968565,0.4810898146517108
volume_287,0.7348905672321914,0.7174053593029522,0.5536792028749346,0.5181748138344141,0.8221984020047765,0.7990807231416593,0.7035893907039674,0.6782202987596752,0.7114479813866533,0.7047731512974952,0.5494136501389173,0.5061112288689505,0.7714852018894884,0.7338003414759539,0.6774489444716865,0.6482282405474665
volume_289,0.7510924285478918,0.7091839243513722,0.7564803236840318,0.7005267662432518,0.7612903872278529,0.7612903872278529,0.7562877131532588,0.7236670259408257,0.7057503857673688,0.6717859010101236,0.7455683766254312,0.689437593063135,0.7741935945692534,0.7741935945692534,0.7418374523206845,0.7118056962141707
volume_293,0.4765977099834759,0.44664459051448696,0.4925603068182903,0.41037238245252855,0.5716323519981962,0.530317730436944,0.5135967895999874,0.46244490113465314,0.5195581676953938,0.5019968130460235,0.5819701736095834,0.49267797180741124,0.608804271148161,0.5619334808769225,0.5701108708177127,0.5188694219101191
volume_298,0.6703338042442516,0.6622334955838545,0.6641626095769705,0.610557176773776,0.6643426436977514,0.6613605484231432,0.6662796858396578,0.6447170735935913,0.7757589082338223,0.7750268446891498,0.6443683906981745,0.600310441902151,0.8207997341781422,0.8201003939826192,0.7469756777033797,0.7318125601913067
volume_306,0.558926846041603,0.5282639232533468,0.4736106634939722,0.415176729124049,0.6064516814068917,0.6064516814068917,0.5463297303141557,0.5166307779280959,0.52429648439917,0.5092804803198829,0.5031598101075367,0.4506084510458752,0.8129032827790642,0.8129032827790642,0.6134531924285903,0.5909307380482741
volume_31,0.6197652987545965,0.5769441039924716,0.6172247157303111,0.5490960660937271,0.8213352831344731,0.773418716217538,0.6861084325397935,0.6331529621012455,0.6701527449536281,0.6307661362980348,0.6697006082873777,0.6008141424695752,0.8154216561178421,0.7560932272563327,0.718425003119616,0.6625578353413142
volume_310,0.44218797612563077,0.3912175859966644,0.4222341012875371,0.3543637740134775,0.3612903397621321,0.3612903397621321,0.4085708057251,0.36895723325742463,0.7104864008010965,0.663178764972162,0.39749758476144426,0.3329615475604492,0.5483872502066557,0.5483872502066557,0.5521237452563988,0.514842520913089
volume_311,0.7493957784367068,0.723455112830041,0.4852717452380695,0.45016241714140837,0.7433055373382615,0.7375375479735623,0.6593243536710126,0.6370516926483373,0.8085173334343131,0.8075185638897387,0.5251843193219448,0.48994158860559206,0.9438115637583823,0.9362644393293199,0.7591710721715467,0.7445748639415503
volume_326,0.3339579406108304,0.2823255103245142,0.13548388155358582,0.13548388155358582,0.3039008537145233,0.2818698695041218,0.2577808919596465,0.23322642046074057,0.6093445893431068,0.5457927287068662,0.18709679136083232,0.18709679136083232,0.47438753269689904,0.4532281926785878,0.42360963780027944,0.39537257091542877
volume_327,0.4730877263697099,0.4263410885752546,0.3712862339882097,0.3127386766336087,0.6076790272188218,0.577252241167355,0.48401766252558054,0.4387773354587395,0.7072107207317818,0.6482425043422935,0.3415710332949254,0.2880238571731988,0.6913128659080497,0.661193552467394,0.5800315399782524,0.5324866379942954
volume_334,0.5376506668837875,0.5235954878552731,0.5075668658780812,0.473311871805477,0.6626348436998917,0.6332880039492803,0.5692841254872535,0.5433984545366768,0.767114680446233,0.759130648412639,0.5337169990872525,0.4956849765118088,0.7508127302297232,0.7247433870547415,0.6838814699210696,0.6598530039930631
volume_34,0.6819887670630583,0.6423983372599825,0.594144496442864,0.5469715311704647,0.7617150430024652,0.7137009179808836,0.6792827688361291,0.6343569288037769,0.7310195644568035,0.6974152071370118,0.601192494570151,0.5415063480420316,0.717234155217983,0.6745170926681257,0.6831487380816458,0.637812882615723
volume_342,0.5573005053764001,0.5099773704051784,0.37224492948700616,0.3145145923163275,0.6659937675230863,0.6088263285021988,0.5318464007954975,0.47777276374123484,0.7196354844984861,0.6855030772481729,0.3715562152709092,0.33921566884181786,0.6722870029230621,0.6186503934826462,0.5878262342308191,0.547789713190879
volume_343,0.7349611022679342,0.7083852371554011,0.5272282402702004,0.4849423115495273,0.7110562004799059,0.6798612663790793,0.6577485143393469,0.6243962716946693,0.9069891065111639,0.8787003854060086,0.5589273166399279,0.5127118618477823,0.8481204599187414,0.8146118999194908,0.7713456276899443,0.7353413823910939
volume_346,0.7514925318782589,0.7394710788795757,0.4730849554813561,0.43571103545481915,0.6732493375578635,0.640544281004888,0.6326089416391596,0.6052421317797609,0.9079786010581691,0.8851032719496319,0.40509644712205883,0.3659636520932339,0.7724889440921646,0.7225558080243649,0.6951879974241308,0.6578742440224103
volume_357,0.6097256189065521,0.5969952460986743,0.5721010626735664,0.5335960033841194,0.6414195585694465,0.6133957433420398,0.6077487467165218,0.5813289976082778,0.810971390275705,0.7947848852891802,0.6421967753229094,0.6046619439736187,0.692911065645633,0.6652684685914219,0.7153597437480825,0.6882384326180736
volume_366,0.8834154996153268,0.8675235818426886,0.8064362314640214,0.7744195766461346,0.8408571521864255,0.8203206063389921,0.8435696277552579,0.8207545882759385,0.9006540878435506,0.8803531614217701,0.8113381778354757,0.7804287220928493,0.8664283507926513,0.836976896874702,0.8594735388238925,0.8325862601297738
volume_368,0.47545760812706656,0.452025335097389,0.5794323165414929,0.534696244119352,0.6891179721784528,0.6655927975295801,0.5813359656156708,0.5507714589154403,0.7051803095718006,0.6844710899489052,0.6523811192038862,0.6057546534245348,0.8174719254179926,0.7882346934928363,0.7250111180645598,0.692820145622092
volume_4,0.7025113814481755,0.6676706527838201,0.5892240099760941,0.5465521351662916,0.7260073870409279,0.6996570174658047,0.6725809261550658,0.6379599351386388,0.7452176160768494,0.7091541576523959,0.6518598373711076,0.6119720404018664,0.7712375742066766,0.7411121895695243,0.722771675884878,0.6874127958745955
volume_40,0.9127026336693528,0.8940033700991981,0.7423642586941479,0.6984432227098305,0.8506113514022502,0.8242706851086633,0.8352260812552502,0.805572425972564,0.9066461423092292,0.8859239398301512,0.7507886917510956,0.6978811223816035,0.8683624886597545,0.837129203699555,0.8419324409066932,0.8069780886371032
volume_43,0.7435335901810705,0.7243899538068941,0.5998138882684606,0.559193265632114,0.7526986519753582,0.7301348509541967,0.6986820434749631,0.6712393567977349,0.8470454130422159,0.8348404139508679,0.610858988068732,0.5794309482875274,0.7863332001730413,0.7686381194026359,0.7480792004279964,0.7276364938803437
volume_46,0.7992663579031443,0.7924904642828237,0.46513698026085953,0.4351107371542256,0.7462660165880203,0.7257947692677833,0.6702231182506747,0.6511319902349442,0.8804884436976652,0.8767190510751598,0.39400346150233323,0.36715523932269023,0.7693099394486906,0.7518763638612953,0.6812672815495631,0.6652502180863817
volume_47,0.7949650245393137,0.75243807537839,0.5714818594901991,0.4937939316160736,0.6437601621327379,0.6037402450796432,0.6700690153874169,0.6166574173580356,0.6981320362068655,0.6556089793093536,0.5237556886371842,0.4470974729606937,0.8000329137798262,0.7434860180771407,0.6739735462079587,0.6153974901157293
volume_56,0.7672329235039683,0.726802989500878,0.5700356617574006,0.5069345062914089,0.8004220475597971,0.760280897201773,0.7125635442737219,0.6646727976646867,0.7785949787809394,0.7419559967551794,0.5562185839232144,0.49620668554750214,0.8228167093673955,0.7735023282248271,0.7192100906905164,0.6705550035091696
volume_57,0.8013556752527476,0.7722365856163379,0.6624202467686707,0.6270742820714691,0.733056253541986,0.7076132556996031,0.7322773918544682,0.7023080411291367,0.8340260649059886,0.8052286110731984,0.6024348879340841,0.5623326232220897,0.824302443983999,0.7953421730767459,0.7535877989413572,0.7209678024573446
volume_58,0.6504871285420099,0.6464904468034307,0.608803697996895,0.5452820449364744,0.5484709773458324,0.5218672906196854,0.6025872679615791,0.5712132607865301,0.8169478386197999,0.8075885526560296,0.573763974065822,0.5140344198527189,0.7354353315417619,0.7144445387260616,0.7087157147424612,0.6786891704116035
volume_6,0.7726255757709276,0.7365321315186989,0.8130229458431203,0.7705319119540897,0.8224708727230295,0.7817908551624578,0.8027064647790257,0.7629516328784155,0.744154344486655,0.7164665589679452,0.7016401015225064,0.6479575502348215,0.7890419786277649,0.7511177157447767,0.7449454748789756,0.7051806083158478
volume_64,0.876704483019954,0.8393631057807492,0.4668673240785143,0.403330045285631,0.7494987761583682,0.6960621989523225,0.6976901944189454,0.6462517833395676,0.845792642077096,0.8052649911827513,0.48846800032072957,0.42239071017109386,0.7827745978924303,0.7266803795901832,0.7056784134300853,0.6514453603146761
volume_73,0.8980383459050032,0.8827727493857029,0.6801456161762199,0.6433873888849986,0.809623081802441,0.7854659455164895,0.7959356812945548,0.7705420279290638,0.9329447616008759,0.912378614365829,0.6090939262003988,0.5651542529282554,0.8363880017059898,0.8104080727796796,0.7928088965024215,0.7626469800245881
volume_74,0.5741702830367247,0.5512685764347822,0.5152295675486843,0.46123694424563855,0.44249891306165073,0.4081611594896909,0.5106329212156866,0.47355556005670385,0.634609088093253,0.622854988819013,0.47222372441865934,0.4206040853409536,0.5307242676585808,0.5172920050255504,0.545852360056831,0.5202503597285056
volume_77,0.8867213952875225,0.8614820390607288,0.7075830287287925,0.6766580855001789,0.8639523521519854,0.844157087985027,0.8194189253894335,0.794099070848645,0.888204950151492,0.8626885502846111,0.723739866135815,0.684032457659031,0.8867759828248262,0.8620854946402021,0.8329069330373778,0.8029355008612814
volume_78,0.7395042168186361,0.7124871600051387,0.5761396508347939,0.5340169425701854,0.6535841717578582,0.6313247236752808,0.6564093464704294,0.625942942083535,0.7813423004815332,0.7619905408179125,0.6388291219421302,0.5894850187915331,0.825918820418746,0.7982709793238449,0.7486967476141364,0.7165821796444303
volume_79,0.8136904217245147,0.8003977252097016,0.4351332613456429,0.4110426319248558,0.7522843196370352,0.7324476595520906,0.6670360009023976,0.6479626722288827,0.8583738999873174,0.855252449225858,0.5346401166782585,0.5184140176761115,0.8268990805775329,0.8073545055431107,0.7399710324143696,0.7270069908150267
volume_83,0.9033154324246577,0.8833063320257961,0.7012903765071833,0.6730221452512981,0.8749427896725057,0.8568625754605406,0.8265161995347822,0.8043970175792117,0.8345726614092134,0.8157140578706069,0.7307222231246506,0.7000476728067768,0.8728528333693963,0.8521385911111543,0.8127159059677534,0.7893001072628462
volume_91,0.6835278046595376,0.6596465776447524,0.6565435193449358,0.5977411824999256,0.7418126871399912,0.7227270223062399,0.6939613370481549,0.6600382608169726,0.7026523005771431,0.6762629105188446,0.7066854894919978,0.6437382962858218,0.8884294770586885,0.8642725302203181,0.7659224223759432,0.7280912456749948
volume_94,0.9194667029377664,0.9139472509795346,0.5319623170197355,0.510954139924475,0.9230963726583268,0.9145353710679252,0.7915084642052762,0.779812253990645,0.9384137383750384,0.9335727141806371,0.7257211524553111,0.701083234570067,0.9117764200386762,0.9023860662784826,0.8586371036230085,0.8456806716763956
volume_95,0.7427137484949826,0.7023914530309928,0.7300607738257584,0.6869841214955023,0.833268054416526,0.8071277910541704,0.7686808589124223,0.7321677885268885,0.7269026911576275,0.6911319355823781,0.65552833167674,0.6035048958639271,0.8163124002284285,0.7827053924062538,0.7329144743542654,0.6924474079508529
Overall_Mean,0.7082552381921172,0.6817231806588555,0.5861444726039285,0.5398870964996494,0.702863515438607,0.6764618822498359,0.6657544087448845,0.6326907198027802,0.7796351439604237,0.7543921215301037,0.5910252323515772,0.5429480122473198,0.7848552797282942,0.7553194056464516,0.7185052186800984,0.6842198464746251
Overall_Mean,0.7082552381921172,0.6817231806588555,0.5861444726039285,0.5398870964996494,0.702863515438607,0.6764618822498359,0.6657544087448845,0.6326907198027802,0.7796351439604237,0.7543921215301037,0.5910252323515772,0.5429480122473198,0.7848552797282942,0.7553194056464516,0.7185052186800984,0.6842198464746251
