volume_id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean
volume_16,0.7091276374978711,0.6925680412616637,0.5979688087772937,0.529326621673792,0.782784651633557,0.74603832291768,0.6966270326362406,0.6559776619510452
volume_177,0.8646837495195026,0.8646010648040051,0.5975043621148745,0.5798000709272504,0.8505098376147955,0.8418771125964662,0.7708993164163909,0.7620927494425739
volume_181,0.6229014010597841,0.60291166246768,0.7157662553981172,0.6496745357834898,0.7630151704867977,0.7262021026103138,0.7005609423148996,0.6595961002871612
volume_194,0.9123217596022537,0.8955538770971523,0.5590132831208304,0.5047438951412229,0.8745013731354062,0.8299751680577299,0.78194547195283,0.743424313432035
volume_195,0.8173512215804131,0.7885204730311502,0.6969929965653046,0.6583639568425397,0.818894506456355,0.7842878296354183,0.7777462415340243,0.7437240865030361
volume_196,0.8130323395471458,0.7881533374649207,0.7587793424105413,0.7116449690096495,0.8370861490842102,0.8038041989991626,0.8029659436806325,0.7678675018245775
volume_209,0.8955258615825321,0.8701138833166767,0.7124348113259169,0.6658382311038443,0.9109279742706141,0.8746542884192275,0.8396295490596878,0.8035354676132495
volume_219,0.8399663272313623,0.816256524269703,0.5866768491950983,0.5401317310217658,0.8610087706952906,0.8309136116235296,0.7625506490405837,0.7291006223049995
volume_220,0.8083305896492248,0.784415173440871,0.6056565626378958,0.539768035391898,0.795881297273398,0.7629608652969624,0.7366228165201728,0.6957146913765772
volume_221,0.7351149840492455,0.6810189076034624,0.6759224790083518,0.6226563808703639,0.8177075700790909,0.765574176022955,0.7429150110455627,0.689749821498927
volume_226,0.8449558552027684,0.8058640512698471,0.43504759311490854,0.388313224225901,0.911180907554053,0.8789189602731968,0.7303947852905767,0.6910320785896483
volume_23,0.7793345360958305,0.7720654526283641,0.4585758679515571,0.4267528016770253,0.752290475004781,0.7342472319106511,0.6634002930173896,0.6443551620720136
volume_230,0.7108513893233576,0.7013846278226683,0.6667474029179591,0.6297892949107669,0.9289177873415101,0.911246671191163,0.7688388598609422,0.7474735313081993
volume_232,0.7861659009261847,0.77124903936017,0.5961958005852466,0.5411017784895522,0.6982146200113324,0.6658129591620973,0.6935254405075879,0.6593879256706064
volume_234,0.7640105536152114,0.7207519966588004,0.45727754691391803,0.3894897797319202,0.6275191915192067,0.586384367185377,0.6162690973494453,0.5655420478586992
volume_238,0.6918961543633297,0.6582717083614608,0.4134472587981259,0.355104688866911,0.7199047346801477,0.6699030097037227,0.6084160492805344,0.5610931356440315
volume_240,0.759674223150025,0.7241791210875964,0.6734813975804201,0.6151354236559398,0.7329071434798307,0.6966060253168942,0.7220209214034252,0.6786401900201434
volume_250,0.7354839243126902,0.7354839243126902,0.5024928032469423,0.45615315254267397,0.6902351173134952,0.6753911460957388,0.6427372816243759,0.622342740983701
volume_251,0.778791318804043,0.7521729728626857,0.6893054368377605,0.6543547754732059,0.8945264682543497,0.8714339247054295,0.787541074632051,0.7593205576804403
volume_256,0.6769758781522683,0.6349596462190581,0.35596150776580293,0.30170425566424686,0.6918093392465473,0.6394568982720381,0.5749155750548729,0.525373600051781
volume_26,0.6979310241470179,0.6669751908885283,0.6506169273030413,0.5920628922495571,0.7242955119365001,0.690936970539676,0.6909478211288531,0.6499916845592538
volume_279,0.7409712644691572,0.684488775723127,0.40652971090050166,0.3426877636397763,0.4516129452106997,0.4516129452106997,0.5330379735267862,0.492929828191201
volume_287,0.7308440050580101,0.72704912146328,0.5611148681735837,0.5164131604787578,0.7910622839637821,0.7603659163898786,0.694340385731792,0.6679427327773055
volume_289,0.7184806242510222,0.6854252636325612,0.7497662061215509,0.6952222871906163,0.6903226488345225,0.6903226488345225,0.7195231597356986,0.6903233998859
volume_293,0.5370236610422516,0.5211153158380167,0.5840718845734363,0.49663213674278345,0.6149670405481744,0.5764815456722929,0.5786875287212875,0.5314096660843645
volume_298,0.775371338023338,0.7748114027157738,0.6344173920127247,0.5898224509892794,0.8437675722384902,0.8423255766357336,0.7511854340915177,0.7356531434469289
volume_306,0.5368856396236205,0.5229856716830324,0.49335036087177087,0.44213703686313083,0.8322581186556007,0.8322581186556007,0.6208313730503308,0.5991269424005881
volume_31,0.6473561364547196,0.6114812853746183,0.6222236639573714,0.5547958085953966,0.8023884313437938,0.7437338699342148,0.6906560772519615,0.6366703213014099
volume_310,0.7428872299487941,0.6969113175401391,0.3839076000171997,0.3162735734543046,0.5806453069361064,0.5806453069361064,0.5691467123007001,0.5312767326435167
volume_311,0.7938346339423313,0.793693971357711,0.5000940892153136,0.46582749973133963,0.9437963382282181,0.9360999492470556,0.7459083537952877,0.7318738067787021
