volume_id,dice_Necrosis,iou_Necrosis,dice_Edema,iou_Edema,dice_Enhancing,iou_Enhancing,dice_FG_mean,iou_FG_mean
volume_1,0.8057362145840101,0.7713889711094655,0.7393896946231714,0.6762666961004767,0.8498274855327663,0.8068533198924662,0.7983177982466492,0.7515029957008028
volume_10,0.8601934092904255,0.8495464914850533,0.6849376732258708,0.6380348459372653,0.8869444382200584,0.8684893183590849,0.8106918402454516,0.7853568852604679
volume_102,0.9045566072177412,0.8829396092969262,0.5688516779418769,0.5405164031364551,0.8475107146886868,0.8182885086343192,0.7736396666161016,0.7472481736892336
volume_109,0.7848158369575916,0.7625565506490993,0.6985066708102836,0.6353322758101374,0.8510823818745377,0.8192622477544299,0.7781349632141377,0.7390503580712222
volume_110,0.8483099407888525,0.8469374243497131,0.5636452291407882,0.5135531889544974,0.7700256260409502,0.7558484070521935,0.7273269319901969,0.7054463401188014
volume_115,0.7894787573779345,0.7737662975623306,0.7087593947786104,0.6617903120876796,0.8085133776937112,0.785572175379623,0.768917176616752,0.7403762616765445
volume_120,0.843577753224788,0.8028389038806024,0.6724147472422388,0.6208088549423686,0.7851243510910093,0.7295824278003918,0.7670389505193453,0.717743395541121
volume_125,0.6397885845074198,0.6150492136971415,0.6330435368623147,0.5764761226499223,0.7102243411127478,0.6657378770210639,0.6610188208274942,0.6190877377893759
volume_127,0.8407562667290263,0.839791473802217,0.7624227185680896,0.7298471588845522,0.9215031611566773,0.9047049372168374,0.8415607154845978,0.8247811899678688
volume_133,0.7480446558407549,0.6937397801502555,0.6124586456609006,0.5422752499032052,0.8058171275838774,0.7657896571870579,0.7221068096951776,0.6672682290801729
volume_138,0.5319571313057757,0.502853062909094,0.6691578005393722,0.6165251209319195,0.8094175488706281,0.7743892236583496,0.6701774935719254,0.6312558024997877
volume_146,0.836821233220567,0.8087620946720764,0.7600311918635709,0.7173901922398939,0.8049446249767848,0.7739939019889598,0.8005990166869743,0.76671539630031
volume_153,0.6712168441493309,0.6569170283891721,0.6823648343920038,0.6285668252196118,0.7885639606366637,0.7683827719699496,0.7140485463926661,0.6846222085262446
volume_154,0.8707773940707011,0.8432577687245715,0.5777534410133051,0.527049282604249,0.7941984596814543,0.7489081338012414,0.7475764315884869,0.7064050617100206
volume_156,0.8405523794557942,0.8025928424545578,0.6992407742843687,0.6539453508948339,0.7964948184006553,0.7555573044365633,0.7787626573802726,0.7373651659286516
volume_16,0.6178679499519869,0.6125215869723698,0.7165551012295229,0.6437683410765931,0.7598741434612909,0.7183337611695196,0.6980990648809335,0.6582078964061608
