volume_id,dice_Necrosis_unet,iou_Necrosis_unet,dice_Edema_unet,iou_Edema_unet,dice_Enhancing_unet,iou_Enhancing_unet,dice_FG_mean_unet,iou_FG_mean_unet,dice_Necrosis_encdec,iou_Necrosis_encdec,dice_Edema_encdec,iou_Edema_encdec,dice_Enhancing_encdec,iou_Enhancing_encdec,dice_FG_mean_encdec,iou_FG_mean_encdec
volume_292,0.8796694487609676,0.8463038230112396,0.6751177486707883,0.6285620991288978,0.74538465552511,0.7201191281259507,0.766723950985622,0.7316616834220293,0.9182820271606007,0.8853161948019075,0.6830918425552278,0.6404133756901282,0.6946153346804533,0.6758232301436444,0.7653297347987607,0.7338509335452267
volume_299,0.7836546825357531,0.7519109402413325,0.7168334765068002,0.6551914939252231,0.6838710574377658,0.6838710574377658,0.728119738826773,0.6969911638681071,0.7995871593994599,0.7579358330107016,0.6752831463962097,0.613677510698416,0.7225807436742181,0.7225807436742181,0.7324836831566293,0.6980646957944453
volume_320,0.8011027007926421,0.7759248839727956,0.44198825184273977,0.40898078022448925,0.7507933825485127,0.7220781156129458,0.6646281117279649,0.6356612599367435,0.8665440236919782,0.8424528219999302,0.49463350331432376,0.4575295258556854,0.7415282043234974,0.7096478612008307,0.7009019104432664,0.6698767363521488
volume_330,0.8043541396638765,0.7777899510846211,0.6578900547828157,0.6095397502194068,0.8193548929075083,0.8193548929075083,0.7605330291180669,0.7355615314038454,0.7886373314141315,0.7662634025072584,0.7320708343637276,0.6813419836366684,0.8709677587915671,0.8709677587915671,0.7972253081898087,0.772857714978498
volume_332,0.7823826127516392,0.7740467205802205,0.5731271434961053,0.55300971647424,0.6973721157436347,0.6820955173469522,0.6842939573304597,0.6697173181338042,0.7489515544432194,0.7429244504570051,0.6630574213137775,0.6401497968955293,0.7594478789687746,0.7434760865976715,0.7238189515752572,0.7088501113167353
volume_344,0.5363673376413827,0.5178710769507938,0.5090267089816782,0.46723219624376133,0.7561094758897539,0.7357254344085357,0.6005011741709383,0.5736095692010302,0.6362702991939005,0.623722723723942,0.6211388488294386,0.580903392339014,0.6741691956036786,0.6519311005111164,0.6438594478756726,0.6188524055246908
volume_35,0.6531147441834473,0.6174729677407861,0.5452873001026499,0.4962796436416323,0.7262662942259237,0.6803215718263471,0.6415561128373404,0.5980247277362551,0.7110730753788691,0.6772062333294416,0.6715070046099385,0.620720644846611,0.7555119343463186,0.7062615202622848,0.7126973381117088,0.6680627994794458
volume_351,0.8538633258470452,0.8321454208260647,0.7781510128217409,0.7360150797679909,0.9210375679585462,0.9038884017743706,0.8510173022091108,0.8240163007894753,0.80769965821435,0.7885372284160497,0.7861201698863886,0.7306277972778007,0.8544092677482069,0.8254303650928022,0.8160763652829818,0.7815317969288842
volume_355,0.8277203700415969,0.8044667419516202,0.7277056817455151,0.6804038425851929,0.8973952383078806,0.8687237960615147,0.8176070966983309,0.7845314601994425,0.8436895239482385,0.8000851300341646,0.7387554123172073,0.6831460420984664,0.794647312678473,0.7412583693729333,0.7923640829813062,0.7414965138351882
volume_38,0.8075898761361711,0.7631372918620344,0.6534766900247982,0.5856312555107152,0.8056172102774074,0.7510212404721015,0.7555612588127922,0.699929929281617,0.7541897733027119,0.7081109846847579,0.6918742327075664,0.6116271076423769,0.6833658611207983,0.6211455328712538,0.7098099557103589,0.6469612083994629
volume_43,0.8341426903094127,0.8188305813945079,0.6425246703286455,0.6030100016517886,0.8194904358615568,0.7972486687216335,0.7653859321665383,0.7396964172559767,0.8851498936707405,0.8720149183091108,0.737405633088232,0.6981846022683373,0.8252155178707892,0.8085753524643735,0.8159236815432539,0.7929249576806072
volume_44,0.7719004506217468,0.7673266945817853,0.5616295992043153,0.5082573684433531,0.7702406335984355,0.7443314228720769,0.7012568944748325,0.6733051619657384,0.8386536541044654,0.8360793811825549,0.6616536866858487,0.6109537121230443,0.8120324323862677,0.786871992066355,0.7707799243921939,0.7446350284573181
volume_59,0.8533649895879234,0.8426635381812286,0.6984423430869056,0.6600463350400051,0.8744618255420838,0.8614689445299276,0.8087563860723044,0.7880596059170538,0.8833268019004084,0.8756316918485693,0.7393438769773435,0.7035249317070844,0.8782672842414802,0.8638491654694648,0.8336459877064106,0.8143352630083728
volume_67,0.8093274144972566,0.7788597967709251,0.7879104582653513,0.7430010882909648,0.9086283826748573,0.8829813368057844,0.8352887518124885,0.8016140739558915,0.7791044214330793,0.7428896298368044,0.7717919716223121,0.7040136871150461,0.8523445178799367,0.8088801441219945,0.8010803036451093,0.7519278203579484
volume_70,0.681837104169996,0.6311649208628172,0.5742913903556027,0.49627231626064655,0.7395064250180957,0.6712437834266467,0.6652116398478981,0.5995603401833701,0.7130181897115376,0.655428868667173,0.5368707478346175,0.464630316163595,0.5838466730372688,0.5229202263168061,0.6112452035278081,0.5476598037158581
volume_85,0.8155003236300556,0.7953244141966839,0.7330058518115833,0.6865024562067878,0.7559894123529455,0.7297876098074314,0.7681651959315281,0.7372048267369677,0.7855436042543007,0.7701696488798847,0.8162344000474089,0.7582485967696729,0.7656375939261663,0.7384757110419352,0.7891385327426254,0.7556313188971643
volume_94,0.9282684955364618,0.9237898804575472,0.7773400146012489,0.7550411082562282,0.927520078506285,0.9212702507910535,0.8777095295479987,0.8667004131682764,0.9334844867263409,0.9316946303614968,0.6967296426429332,0.6689796708100887,0.8870923762807235,0.8759261797583204,0.8391021685499991,0.825533493643302
Overall_Mean,0.7591681637761781,0.7342291972937245,0.6723438174967933,0.625628412367178,0.7929294023009343,0.765475250107271,0.7414804611913017,0.7084442865893913,0.7758135162640231,0.7517859955612374,0.6876621903854343,0.6377875268067821,0.7598479508790208,0.7284335853423446,0.7411078858428259,0.7060023692367882
Overall_Mean,0.7591681637761781,0.7342291972937245,0.6723438174967933,0.625628412367178,0.7929294023009343,0.765475250107271,0.7414804611913017,0.7084442865893913,0.7758135162640231,0.7517859955612374,0.6876621903854343,0.6377875268067821,0.7598479508790208,0.7284335853423446,0.7411078858428259,0.7060023692367882
